src_id,dst_id
981,1785
63,1785
12,1785
13,1785
14,1785
196,1785
510,1785
515,1785
206,1785
15,1785
17,1785
149,1785
255,1785
18,1785
274,1785
776,1785
150,1785
151,1785
152,1785
153,1785
19,1785
154,1785
373,1785
155,1785
1256,1785
1257,1785
981,560
187,560
13,560
196,560
515,560
15,560
16,560
149,560
776,560
152,560
153,560
154,560
1256,560
1257,560
981,2376
63,2376
907,2376
12,2376
13,2376
14,2376
196,2376
509,2376
126,2376
515,2376
206,2376
208,2376
15,2376
16,2376
17,2376
149,2376
250,2376
253,2376
255,2376
18,2376
148,2376
274,2376
276,2376
776,2376
150,2376
151,2376
323,2376
152,2376
153,2376
19,2376
516,2376
969,2376
154,2376
350,2376
756,2376
20,2376
373,2376
155,2376
21,2376
63,1697
12,1697
13,1697
14,1697
196,1697
509,1697
206,1697
208,1697
15,1697
16,1697
149,1697
148,1697
276,1697
776,1697
150,1697
152,1697
19,1697
20,1697
373,1697
21,1697
1256,1697
981,2390
16,2390
776,2390
152,2390
981,2395
16,2395
776,2395
152,2395
981,2399
16,2399
776,2399
152,2399
776,2400
981,2403
776,2403
981,2405
187,2405
16,2405
274,2405
776,2405
152,2405
373,2405
63,2417
13,2417
14,2417
196,2417
509,2417
206,2417
15,2417
16,2417
149,2417
148,2417
276,2417
776,2417
150,2417
20,2417
373,2417
21,2417
187,2435
149,2435
776,2435
149,2442
776,2442
776,2443
776,2444
907,2487
12,2487
187,2487
13,2487
14,2487
196,2487
206,2487
15,2487
16,2487
17,2487
81,2487
250,2487
757,2487
968,2487
289,2487
776,2487
323,2487
152,2487
153,2487
19,2487
516,2487
350,2487
359,2487
533,2487
776,2491
981,1884
187,1884
13,1884
196,1884
515,1884
15,1884
16,1884
149,1884
776,1884
153,1884
154,1884
1256,1884
1257,1884
12,437
187,437
13,437
14,437
196,437
206,437
208,437
15,437
16,437
17,437
149,437
244,437
250,437
253,437
255,437
18,437
274,437
276,437
776,437
150,437
151,437
323,437
152,437
153,437
19,437
154,437
350,437
359,437
373,437
155,437
907,2451
14,2451
196,2451
16,2451
255,2451
18,2451
776,2451
152,2451
153,2451
19,2451
981,1767
63,1767
12,1767
187,1767
13,1767
196,1767
515,1767
15,1767
16,1767
17,1767
149,1767
18,1767
776,1767
150,1767
151,1767
152,1767
153,1767
19,1767
154,1767
155,1767
1256,1767
1257,1767
776,2420
13,730
776,730
981,285
12,285
187,285
13,285
14,285
196,285
510,285
515,285
206,285
208,285
15,285
16,285
17,285
149,285
244,285
250,285
253,285
255,285
18,285
274,285
276,285
289,285
776,285
150,285
151,285
323,285
152,285
153,285
19,285
154,285
350,285
359,285
373,285
155,285
15,1273
776,1273
1256,1273
1257,1273
12,37
208,37
16,37
149,37
776,37
150,37
19,37
981,1879
907,1879
12,1879
196,1879
208,1879
15,1879
16,1879
149,1879
250,1879
776,1879
150,1879
323,1879
152,1879
154,1879
1256,1879
1257,1879
907,2380
12,2380
13,2380
14,2380
196,2380
206,2380
15,2380
16,2380
149,2380
81,2380
968,2380
274,2380
776,2380
323,2380
152,2380
153,2380
19,2380
516,2380
350,2380
533,2380
373,2380
907,1625
12,1625
187,1625
13,1625
14,1625
196,1625
206,1625
208,1625
15,1625
16,1625
17,1625
149,1625
250,1625
18,1625
274,1625
289,1625
776,1625
150,1625
151,1625
323,1625
152,1625
153,1625
19,1625
154,1625
373,1625
155,1625
1256,1625
981,214
63,214
907,214
12,214
187,214
13,214
14,214
196,214
908,214
509,214
126,214
510,214
515,214
206,214
906,214
208,214
15,214
16,214
17,214
149,214
81,214
244,214
250,214
757,214
253,214
255,214
18,214
968,214
148,214
274,214
276,214
289,214
776,214
755,214
150,214
151,214
323,214
152,214
153,214
19,214
516,214
969,214
154,214
350,214
359,214
643,214
756,214
20,214
533,214
373,214
155,214
21,214
1254,214
981,280
63,280
907,280
12,280
187,280
13,280
14,280
196,280
908,280
509,280
126,280
510,280
147,280
515,280
206,280
906,280
208,280
15,280
16,280
17,280
149,280
81,280
244,280
250,280
757,280
253,280
255,280
18,280
968,280
148,280
274,280
276,280
289,280
776,280
931,280
755,280
150,280
151,280
323,280
152,280
153,280
19,280
516,280
969,280
154,280
350,280
359,280
643,280
756,280
20,280
533,280
373,280
155,280
21,280
1256,280
1254,280
1270,280
981,254
63,254
907,254
12,254
187,254
13,254
14,254
196,254
509,254
126,254
510,254
206,254
208,254
15,254
16,254
17,254
149,254
244,254
250,254
253,254
255,254
18,254
148,254
274,254
276,254
289,254
776,254
150,254
151,254
323,254
152,254
153,254
19,254
516,254
969,254
154,254
350,254
359,254
756,254
20,254
373,254
155,254
21,254
981,652
12,652
13,652
14,652
196,652
515,652
206,652
208,652
15,652
16,652
149,652
253,652
255,652
18,652
776,652
150,652
151,652
323,652
153,652
19,652
516,652
969,652
154,652
350,652
756,652
20,652
155,652
21,652
63,1496
907,1496
12,1496
187,1496
13,1496
14,1496
196,1496
509,1496
126,1496
147,1496
206,1496
15,1496
16,1496
149,1496
255,1496
18,1496
968,1496
148,1496
276,1496
776,1496
150,1496
323,1496
152,1496
153,1496
19,1496
154,1496
350,1496
20,1496
373,1496
155,1496
21,1496
1256,1496
1255,1496
15,1449
776,1449
1256,1449
1257,1449
981,1142
187,1142
13,1142
196,1142
16,1142
149,1142
776,1142
153,1142
154,1142
1256,1142
981,645
907,645
12,645
13,645
196,645
206,645
208,645
15,645
16,645
149,645
274,645
776,645
150,645
152,645
19,645
373,645
155,645
13,646
776,646
981,647
63,647
187,647
13,647
14,647
196,647
509,647
126,647
206,647
15,647
16,647
149,647
148,647
276,647
776,647
150,647
323,647
153,647
154,647
20,647
373,647
21,647
1256,647
981,658
63,658
907,658
12,658
187,658
13,658
14,658
196,658
509,658
126,658
510,658
206,658
15,658
16,658
17,658
149,658
255,658
18,658
148,658
274,658
276,658
776,658
150,658
151,658
323,658
152,658
153,658
19,658
154,658
20,658
373,658
155,658
21,658
1256,658
981,665
63,665
907,665
12,665
13,665
14,665
196,665
509,665
126,665
510,665
206,665
15,665
16,665
17,665
149,665
255,665
18,665
148,665
274,665
276,665
776,665
150,665
151,665
323,665
152,665
153,665
19,665
154,665
20,665
373,665
155,665
21,665
907,670
13,670
14,670
196,670
206,670
15,670
16,670
149,670
274,670
776,670
152,670
373,670
63,691
907,691
187,691
13,691
14,691
196,691
509,691
126,691
206,691
15,691
16,691
149,691
148,691
274,691
276,691
776,691
150,691
323,691
152,691
153,691
154,691
20,691
373,691
21,691
1256,691
13,692
776,692
13,718
776,718
187,732
13,732
196,732
16,732
149,732
776,732
153,732
154,732
1256,732
187,733
13,733
196,733
16,733
149,733
776,733
153,733
154,733
1256,733
13,734
776,734
13,2470
149,2470
776,2470
13,739
776,739
13,2490
776,2490
13,2507
776,2507
13,2516
776,2516
13,2518
776,2518
981,748
63,748
12,748
187,748
13,748
14,748
196,748
509,748
126,748
206,748
208,748
15,748
16,748
17,748
149,748
18,748
148,748
274,748
276,748
776,748
150,748
151,748
323,748
152,748
153,748
19,748
154,748
20,748
373,748
155,748
21,748
1256,748
981,749
63,749
907,749
12,749
187,749
13,749
14,749
196,749
509,749
126,749
206,749
208,749
15,749
16,749
17,749
149,749
18,749
148,749
274,749
276,749
776,749
150,749
151,749
323,749
152,749
153,749
19,749
154,749
20,749
373,749
155,749
21,749
981,750
63,750
907,750
12,750
187,750
13,750
14,750
196,750
509,750
126,750
