src_id,dst_id
0,0
1,0
2,0
3,0
4,0
5,0
6,14
7,9
8,0
9,0
10,0
11,0
12,0
13,14
14,0
15,14
16,14
17,0
18,0
19,14
20,14
21,14
22,4
23,4
24,0
25,4
26,14
27,0
28,0
29,14
30,0
31,14
32,0
33,14
34,0
35,14
36,14
37,14
38,0
39,9
40,0
41,14
42,14
43,14
44,0
45,0
46,14
47,14
48,0
49,0
50,0
51,14
52,9
53,9
54,9
55,4
56,4
57,9
58,9
59,0
60,9
61,0
62,9
63,4
64,4
65,14
66,9
67,9
68,4
69,14
70,14
71,14
72,0
73,0
74,9
75,4
76,4
77,14
78,0
79,4
80,0
81,9
82,14
83,0
84,0
85,0
86,0
87,14
88,14
89,14
90,14
91,0
92,9
93,0
94,4
95,9
96,0
97,14
98,4
99,4
100,4
101,14
102,9
103,4
104,4
105,0
106,0
107,4
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,14
116,4
117,4
118,4
119,9
120,9
121,9
122,4
123,14
124,14
125,9
126,4
127,0
128,4
129,14
130,14
131,9
132,9
133,14
134,0
135,0
136,14
137,14
138,14
139,14
140,4
141,4
142,0
143,0
144,0
145,14
146,14
147,14
148,14
149,0
150,14
151,4
152,0
153,0
154,0
155,0
156,0
157,4
158,4
159,4
160,4
161,0
162,14
163,14
164,14
165,14
166,14
167,14
168,0
169,0
170,14
171,4
172,14
173,14
174,0
175,0
176,4
177,4
178,14
179,14
180,4
83,4
181,0
182,0
183,0
184,14
185,14
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,4
195,9
196,0
197,9
198,0
199,4
200,14
201,14
202,0
203,14
204,14
205,14
206,0
207,0
208,0
209,14
210,14
211,14
212,14
213,0
214,9
215,0
216,0
217,0
218,0
219,9
220,9
221,0
222,14
223,14
224,0
225,0
226,0
227,4
228,4
229,4
230,0
231,9
232,14
233,14
234,4
235,14
236,14
237,14
238,0
239,9
240,9
241,9
242,9
243,0
244,0
245,0
246,0
247,14
248,4
249,4
250,14
251,0
252,0
253,0
254,9
255,9
256,14
257,0
258,0
259,0
260,0
261,0
262,14
263,9
264,9
265,0
266,0
267,0
268,14
269,9
270,14
271,14
272,14
273,14
274,14
275,0
276,9
277,14
278,0
279,4
280,4
281,14
282,0
283,0
284,0
285,0
286,14
287,9
288,14
289,14
290,14
291,14
292,14
293,14
294,0
295,4
296,4
297,9
298,0
299,0
300,14
301,0
302,0
303,4
304,0
305,0
306,0
307,0
308,9
309,4
310,0
311,0
312,0
313,14
314,4
315,14
316,0
317,14
318,14
319,4
320,0
321,9
322,9
323,9
324,14
325,14
326,9
327,9
328,0
329,9
330,4
331,0
332,0
333,0
334,0
335,14
336,9
337,4
338,14
339,0
340,14
341,0
342,14
343,0
344,0
345,4
346,0
347,4
348,0
349,0
350,0
351,14
352,9
353,9
354,9
355,9
356,9
357,0
358,4
359,0
151,0
360,0
361,0
362,14
363,0
364,14
365,14
366,14
367,4
368,14
369,0
370,14
371,0
372,14
373,0
374,0
375,0
376,0
377,4
378,4
379,14
380,4
381,9
186,4
382,4
383,14
384,14
385,0
386,4
387,0
388,9
389,0
390,0
391,14
392,4
393,4
77,0
394,0
395,9
396,14
397,0
398,4
399,4
400,0
401,4
402,14
403,0
404,4
405,0
406,0
407,0
408,4
409,0
410,14
411,4
412,0
413,0
229,0
414,0
415,0
416,0
417,14
418,4
419,4
420,4
421,14
422,0
423,4
424,0
425,0
426,14
427,0
428,14
429,0
430,14
431,4
432,0
433,0
434,0
435,0
436,14
437,14
343,14
438,4
439,14
440,0
441,0
302,4
442,0
443,9
444,14
445,0
446,0
447,14
448,4
449,4
450,4
451,4
452,9
453,0
454,4
455,4
456,14
457,0
458,4
459,0
460,4
461,14
462,0
463,0
464,14
465,14
466,14
467,4
468,0
469,14
470,14
471,14
472,4
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,14
483,0
484,14
485,4
486,9
487,9
488,9
489,14
490,0
491,0
492,0
493,0
494,14
495,4
496,14
497,14
498,4
499,0
401,0
500,0
501,14
502,14
503,14
504,14
505,14
506,14
507,14
508,9
509,0
510,0
511,0
512,0
513,14
514,14
515,14
516,0
517,0
518,4
519,0
520,14
521,0
522,0
523,0
