src_id,dst_id
104,0
104,1
104,2
104,3
104,4
104,5
104,6
104,7
104,8
104,9
104,10
104,11
104,12
104,13
104,14
104,15
104,16
104,17
278,18
278,0
278,19
278,20
278,21
278,22
278,23
278,24
278,25
278,26
278,1
278,27
278,2
278,28
278,29
278,3
278,30
278,31
278,32
278,33
278,4
278,34
278,35
278,36
278,37
278,38
278,39
278,40
278,41
278,5
278,6
278,42
278,43
278,44
278,45
278,46
278,47
278,48
278,49
278,50
278,51
278,52
278,53
278,54
278,7
278,55
278,56
278,57
278,58
278,59
278,60
278,61
278,62
278,63
278,64
278,8
278,65
278,66
278,67
278,68
278,69
278,9
278,70
278,71
278,72
278,73
278,74
278,75
278,76
278,10
278,77
278,78
278,11
278,12
278,79
278,80
278,81
278,82
278,83
278,84
278,85
278,86
278,87
278,88
278,89
278,14
278,16
278,90
278,91
278,92
278,93
278,94
278,95
278,96
278,97
278,98
278,99
278,100
278,101
278,102
278,103
278,104
278,105
278,17
278,106
132,18
132,0
132,19
132,20
132,21
132,107
132,22
132,23
132,108
132,24
132,25
132,1
132,27
132,2
132,28
132,29
132,3
132,30
132,31
132,32
132,33
132,4
132,34
132,35
132,36
132,37
132,38
132,39
132,40
132,109
132,41
132,5
132,6
132,42
132,43
132,44
132,45
132,46
132,47
132,49
132,50
132,51
132,52
132,53
132,54
132,110
132,111
132,7
132,112
132,113
132,55
132,56
132,57
132,58
132,60
132,61
132,114
132,62
132,63
132,115
132,8
132,65
132,66
132,67
132,68
132,69
132,9
132,70
132,71
132,72
132,73
132,74
132,75
132,76
132,10
132,77
132,78
132,11
132,12
132,79
132,80
132,81
132,82
132,83
132,84
132,85
132,86
132,116
132,88
132,89
132,14
132,15
132,16
132,90
132,91
132,92
132,93
132,94
132,95
132,117
132,96
132,118
132,119
132,120
132,97
132,98
132,99
132,121
132,122
132,100
132,101
132,102
132,123
132,124
132,103
132,104
132,105
132,17
132,125
132,106
132,126
673,0
673,20
673,21
673,22
673,23
673,24
673,25
673,1
673,2
673,28
673,29
673,3
673,30
673,31
673,32
673,4
673,34
673,35
673,36
673,37
673,40
673,41
673,5
673,6
673,47
673,48
673,50
673,51
673,52
673,53
673,54
673,7
673,56
673,60
673,61
673,114
673,62
673,127
673,63
673,115
673,64
673,8
673,65
673,66
673,128
673,129
673,67
673,68
673,69
673,9
673,72
673,74
673,75
673,76
673,10
673,77
673,78
673,11
673,12
673,79
673,80
673,81
673,13
673,84
673,85
673,86
673,87
673,89
673,14
673,92
673,93
673,117
673,96
673,118
673,119
673,99
673,101
673,102
673,124
673,105
673,17
673,125
673,126
786,18
786,0
786,19
786,20
786,21
786,22
786,23
786,108
786,24
786,25
786,1
786,27
786,2
786,28
786,29
786,3
786,30
786,31
786,32
786,33
786,4
786,34
786,35
786,36
786,37
786,38
786,39
786,40
786,41
786,5
786,6
786,42
786,43
786,44
786,46
786,47
786,49
786,50
786,51
786,52
786,53
786,54
786,7
786,56
786,57
786,58
786,59
786,60
786,61
786,114
786,62
786,127
786,115
786,64
786,8
786,65
786,128
786,67
786,68
786,69
786,9
786,70
786,71
786,72
786,73
786,74
786,75
786,76
786,10
786,78
786,11
786,12
786,79
786,80
786,81
786,82
786,83
786,13
786,84
786,85
786,86
786,88
786,89
786,14
786,15
786,16
786,90
786,91
786,92
786,93
786,94
786,95
786,96
786,118
786,97
786,98
786,99
786,100
786,102
786,123
786,124
786,104
786,105
786,17
786,106
786,126
228,18
228,0
228,19
228,20
228,21
228,107
228,22
228,23
228,108
228,24
228,25
228,1
228,27
228,2
228,28
228,29
228,3
228,30
228,31
228,32
228,33
228,4
228,34
228,35
228,36
228,37
228,38
228,39
228,40
228,109
228,130
228,41
228,5
228,6
228,42
228,43
228,44
228,45
228,46
228,47
228,48
228,49
228,50
228,51
228,52
228,53
228,54
228,110
228,111
228,7
228,112
228,113
228,55
228,56
228,58
228,59
228,60
228,61
228,114
228,62
228,127
228,63
228,115
228,64
228,8
228,65
228,66
228,128
228,129
228,67
228,68
228,9
228,70
228,71
228,72
228,73
228,74
228,75
228,76
228,10
228,77
228,78
228,11
228,12
228,79
228,80
228,81
228,82
228,83
228,13
228,84
228,85
228,86
228,131
228,87
228,116
228,88
228,89
228,14
228,90
228,91
228,92
228,93
228,94
228,95
228,117
228,96
228,118
228,119
228,97
228,98
228,99
228,121
228,100
228,101
228,102
228,124
228,103
228,104
228,105
228,17
228,125
228,106
228,126
91,18
91,132
91,0
91,19
91,20
91,21
91,107
91,22
91,23
91,108
91,24
91,25
91,26
91,1
91,27
91,2
91,28
91,29
91,3
91,30
91,31
91,133
91,32
91,33
91,4
91,34
91,35
91,36
91,37
91,38
91,39
91,40
91,109
91,41
91,5
91,6
91,134
91,42
91,43
91,44
91,45
91,46
91,47
91,48
91,49
91,50
91,51
91,52
91,53
91,54
91,110
91,111
91,7
91,112
91,113
91,55
91,56
91,135
91,57
91,58
91,59
91,60
91,61
91,114
91,62
91,127
91,63
91,115
91,64
91,8
91,65
91,66
91,128
91,129
91,67
91,68
91,69
91,9
91,70
91,71
91,72
91,73
91,74
91,75
91,76
91,10
91,136
91,77
91,78
91,11
91,12
91,79
91,80
91,81
91,82
91,83
91,13
91,84
91,85
91,86
91,131
91,87
91,116
91,88
91,89
91,14
91,15
91,16
91,90
91,91
91,92
91,93
91,94
91,95
