src_id,dst_id
112,0
22,1
223,1
75,1
11,1
152,1
24,1
640,1
291,1
112,1
860,1
65,1
0,1
278,1
58,1
97,1
132,1
96,1
19,1
4,1
540,1
104,1
454,1
116,1
146,1
532,1
107,1
79,1
40,1
196,1
15,1
1420,1
1421,1
1423,1
1424,1
1425,1
22,2
75,2
7,2
24,2
0,2
79,2
4,3
79,3
22,4
205,4
75,4
11,4
16,4
25,4
24,4
90,4
640,4
112,4
860,4
56,4
62,4
65,4
0,4
221,4
97,4
36,4
95,4
104,4
116,4
190,4
169,4
87,4
128,4
108,4
107,4
79,4
196,4
5,4
33,4
1421,4
22,5
75,5
24,5
0,5
343,5
22,6
223,6
45,6
75,6
11,6
7,6
152,6
3,6
24,6
291,6
112,6
860,6
0,6
132,6
96,6
19,6
4,6
540,6
54,6
104,6
454,6
116,6
146,6
532,6
79,6
40,6
15,6
343,6
1418,6
22,7
11,7
24,7
132,7
96,7
15,7
22,8
9,8
31,8
11,8
25,8
43,8
3,8
51,8
24,8
266,8
56,8
62,8
65,8
8,8
2,8
58,8
97,8
19,8
53,8
540,8
54,8
144,8
94,8
190,8
18,8
169,8
128,8
162,8
196,8
165,8
91,8
48,8
17,8
33,8
20,8
10,8
104,9
223,10
205,10
9,10
31,10
75,10
25,10
43,10
3,10
51,10
24,10
266,10
62,10
65,10
8,10
2,10
58,10
97,10
54,10
104,10
94,10
18,10
169,10
14,10
13,10
162,10
196,10
91,10
20,10
10,10
9,11
25,11
43,11
1120,11
266,11
58,11
14,11
13,11
107,11
673,11
205,12
9,12
11,12
1027,12
238,12
860,12
266,12
8,12
228,12
14,12
87,12
107,12
28,12
1416,12
786,12
48,12
673,12
5,12
139,12
360,12
1418,12
653,12
223,13
205,13
11,13
24,13
640,13
65,13
97,13
36,13
116,13
169,13
14,13
13,13
87,13
107,13
79,13
40,13
15,13
91,13
1416,13
786,13
139,13
54,14
223,15
205,15
31,15
75,15
11,15
16,15
3,15
21,15
1027,15
238,15
640,15
112,15
860,15
56,15
65,15
6,15
8,15
0,15
2,15
278,15
221,15
23,15
36,15
53,15
95,15
54,15
94,15
116,15
190,15
169,15
146,15
14,15
13,15
87,15
128,15
107,15
79,15
40,15
28,15
91,15
1416,15
786,15
185,15
17,15
5,15
33,15
139,15
1417,15
360,15
10,15
1418,15
575,15
205,16
31,16
75,16
11,16
25,16
43,16
152,16
3,16
51,16
24,16
291,16
1120,16
266,16
65,16
8,16
2,16
97,16
54,16
94,16
190,16
169,16
146,16
15,16
28,16
17,16
33,16
72,16
10,16
575,16
223,17
9,17
11,17
152,17
24,17
278,17
58,17
36,17
14,17
13,17
128,17
79,17
91,17
33,17
16,18
25,18
43,18
152,18
24,18
1120,18
2,18
97,18
228,18
54,18
14,18
108,18
162,18
48,18
5,18
10,18
223,19
205,19
9,19
31,19
75,19
16,19
25,19
7,19
43,19
24,19
266,19
56,19
62,19
65,19
8,19
58,19
23,19
36,19
95,19
54,19
14,19
13,19
128,19
107,19
15,19
165,19
91,19
185,19
5,19
139,19
72,19
16,20
108,20
162,20
1027,21
238,21
6,21
54,21
146,21
14,21
185,21
36,22
79,22
33,22
190,23
11,24
21,24
1027,24
238,24
640,24
6,24
278,24
23,24
36,24
95,24
14,24
13,24
128,24
107,24
40,24
185,24
5,24
139,24
1417,24
1418,24
31,25
11,25
860,25
36,25
107,25
139,25
