src_id,dst_id
540,5
94,5
19,6
1207,7
1208,7
223,7
1012,7
1209,7
1210,7
1083,7
1211,7
1212,7
1213,7
75,7
11,7
1008,7
676,7
7,7
152,7
1214,7
1215,7
539,7
1216,7
1217,7
1218,7
1219,7
772,7
957,7
63,7
1027,7
1220,7
236,7
24,7
797,7
1221,7
1222,7
291,7
127,7
1223,7
1224,7
1225,7
1226,7
1227,7
155,7
1228,7
1229,7
1230,7
1231,7
1232,7
1233,7
1234,7
1235,7
1236,7
883,7
1237,7
1238,7
1239,7
1240,7
1241,7
1242,7
1243,7
1244,7
716,7
1245,7
1246,7
1247,7
1248,7
1249,7
1250,7
1251,7
1252,7
1253,7
1254,7
1255,7
1256,7
1257,7
1258,7
19,7
1259,7
1260,7
4,7
1261,7
1262,7
1263,7
1264,7
1265,7
540,7
1266,7
1267,7
1085,7
1268,7
144,7
1269,7
1270,7
1271,7
1272,7
1273,7
816,7
454,7
893,7
1274,7
1275,7
1276,7
1277,7
1278,7
1279,7
1280,7
1281,7
1282,7
1283,7
1284,7
1285,7
1286,7
1287,7
1288,7
1289,7
1290,7
1291,7
1179,7
1292,7
1293,7
1294,7
1295,7
108,7
1296,7
1297,7
1298,7
1299,7
1300,7
1301,7
157,7
1302,7
1303,7
1304,7
1305,7
1306,7
455,7
1307,7
1308,7
1309,7
1310,7
1311,7
1312,7
1313,7
1314,7
1315,7
1316,7
1317,7
1318,7
1319,7
1320,7
1321,7
520,7
1322,7
1323,7
1324,7
1325,7
1326,7
1327,7
1328,7
1329,7
1330,7
1331,7
1332,7
1333,7
1334,7
1335,7
92,7
1336,7
1337,7
1338,7
1339,7
1340,7
1341,7
1342,7
1343,7
1344,7
1345,7
1346,7
1347,7
1348,7
1349,7
1350,7
1351,7
1352,7
1353,7
1354,7
1355,7
1356,7
1357,7
1358,7
1359,7
1360,7
1361,7
1362,7
1363,7
1364,7
1365,7
1366,7
1367,7
1368,7
1369,7
1370,7
1371,7
1372,7
1373,7
1374,7
1375,7
1376,7
1377,7
1378,7
1379,7
1380,7
1381,7
1382,7
1383,7
1384,7
1385,7
1386,7
1387,7
1388,7
238,8
238,9
238,10
223,11
75,11
7,11
152,11
1027,11
24,11
291,11
19,11
4,11
540,11
454,11
108,11
860,12
94,12
108,12
40,12
221,13
19,13
144,13
40,13
2,14
58,14
132,14
19,14
94,14
128,14
108,14
40,14
58,15
4,15
95,15
540,15
94,15
18,15
128,15
108,15
40,15
11,16
3,16
1120,16
860,16
540,16
54,16
40,16
152,17
104,17
94,17
108,17
223,18
1120,18
223,4
11,4
1389,4
43,4
1390,4
1219,4
1027,4
1391,4
155,4
1239,4
1392,4
880,4
1255,4
1393,4
1394,4
96,4
19,4
4,4
167,4
54,4
1053,4
1395,4
1396,4
454,4
1064,4
1397,4
14,4
942,4
1398,4
1399,4
922,4
1400,4
15,4
1401,4
1402,4
1403,4
1322,4
1404,4
1405,4
1406,4
1407,4
1359,4
1408,4
1409,4
223,19
223,20
223,21
1120,19
1120,20
1120,21
223,22
1120,22
223,23
1120,23
223,24
1120,24
266,25
23,26
96,26
94,26
58,27
58,28
4,27
4,28
144,27
144,28
40,27
40,28
1120,29
1120,30
75,31
291,32
40,32
132,33
19,33
95,33
40,33
75,34
11,34
25,34
43,34
152,34
51,34
1027,34
238,34
62,34
0,34
132,34
96,34
540,34
18,34
14,34
108,34
40,34
291,35
1120,35
291,36
291,37
4,36
4,37
540,36
540,37
54,36
54,37
454,36
454,37
152,38
454,38
36,39
4,40
95,40
540,40
94,40
152,31
860,41
4,41
108,41
40,41
116,42
860,43
860,44
860,45
860,46
58,45
58,46
94,45
94,46
75,47
540,47
15,47
75,48
132,48
96,48
19,48
25,49
43,49
860,49
65,49
8,49
144,49
94,49
108,49
75,50
11,50
54,50
14,50
7,51
4,51
540,51
40,51
2,52
132,52
40,52
144,53
31,54
11,54
24,54
640,54
87,54
107,54
91,54
146,55
19,56
51,57
4,57
40,57
51,58
4,58
40,58
11,59
7,59
4,59
11,60
112,60
116,60
8,61
540,61
144,61
540,62
108,62
43,63
43,64
0,65
144,65
116,65
25,60
43,60
51,60
860,60
58,60
15,60
1120,66
116,67
540,68
7,69
7,70
7,71
7,72
152,73
152,74
96,75
19,75
4,75
108,75
40,75
23,76
54,76
23,77
23,78
54,77
54,78
94,79
40,79
108,80
40,80
291,81
19,81
108,81
40,81
132,82
40,82
238,83
40,83
116,84
108,85
291,86
291,87
291,88
291,89
291,90
1120,91
454,91
1120,92
454,92
1120,93
454,93
4,94
860,95
108,96
0,97
116,97
0,98
40,99
4,100
40,100
4,101
4,102
4,103
540,104
540,105
1085,106
116,107
40,107
94,108
94,109
87,109
454,110
1277,111
1410,112
1411,112
1412,112
1413,112
1414,112
108,113
697,114
1409,115
1415,116
