src_id,dst_id
0,4621
1,4622
2,896
3,4623
0,4624
3,4625
3,4626
0,4627
4,4628
3,4629
2,4630
117,0
117,1
117,2
117,3
117,4
117,5
118,6
112,6
117,7
119,8
117,9
117,10
120,11
117,12
117,13
121,14
117,15
122,16
117,16
117,17
117,18
118,19
116,20
122,19
117,21
117,22
117,23
7,24
117,25
117,26
117,27
117,28
120,29
123,30
117,31
117,32
117,33
124,34
120,35
117,19
119,36
118,30
117,37
117,38
117,39
117,40
117,41
120,42
117,43
117,44
117,45
117,46
117,47
7,48
117,49
117,50
117,51
117,52
117,53
2,54
118,55
7,55
120,56
117,57
117,58
117,59
117,60
7,61
106,61
117,62
117,63
117,64
117,65
117,66
117,67
117,68
117,69
117,70
117,71
117,72
123,73
117,74
117,75
7,76
123,77
117,78
117,79
117,80
117,81
117,82
117,83
117,84
117,85
117,86
117,87
123,88
117,89
117,90
117,91
117,92
120,93
117,94
117,95
117,96
117,97
117,98
117,99
117,100
125,6
7,101
117,102
117,103
125,104
126,104
117,105
117,106
117,107
7,108
123,108
117,109
127,110
117,111
119,53
117,112
118,113
117,114
7,115
128,116
123,117
123,118
117,119
7,120
117,121
117,122
117,123
117,124
117,125
2,126
7,127
127,128
2,129
121,130
128,131
126,132
7,133
118,134
7,135
122,136
117,137
117,138
117,139
7,118
7,140
116,61
129,141
130,142
129,142
112,143
129,143
129,144
129,145
7,146
129,146
129,147
7,148
129,148
131,148
129,149
129,150
129,151
129,152
129,153
129,57
129,154
112,155
129,155
129,156
7,157
129,158
7,159
124,159
112,159
116,159
129,160
111,161
7,161
112,161
114,161
117,161
7,162
117,162
129,77
131,77
128,120
124,120
112,120
118,120
127,120
106,120
132,163
129,163
7,164
117,164
7,165
129,165
129,166
129,167
111,168
129,168
117,168
7,48
129,48
7,169
130,169
129,169
129,170
129,171
129,172
117,172
117,173
129,174
129,175
129,176
129,177
7,178
117,178
129,179
129,180
129,181
129,182
7,183
117,183
131,183
117,184
131,185
112,186
129,187
7,188
112,189
124,189
129,190
131,190
129,191
112,192
117,192
129,192
129,193
129,194
129,195
111,196
7,196
112,196
132,196
7,197
112,197
117,197
133,197
129,197
129,198
129,199
7,200
117,200
129,200
7,201
129,202
129,203
129,204
129,205
7,151
131,151
129,206
122,207
129,207
119,118
124,118
130,118
112,118
129,118
117,208
129,105
117,61
7,209
112,209
129,210
7,211
7,212
117,212
129,212
129,213
129,214
7,118
134,118
135,118
114,118
128,118
115,118
125,118
106,118
129,215
7,216
117,216
129,216
112,217
129,218
129,219
129,220
129,221
129,222
7,223
126,223
132,223
117,223
124,223
129,224
129,225
129,226
129,227
7,228
124,228
129,228
117,228
129,229
117,229
129,1
129,230
128,231
124,231
106,231
136,231
129,232
129,41
129,233
117,234
111,235
129,235
129,236
129,237
129,234
7,238
129,238
117,238
129,239
124,240
112,240
129,240
131,2
129,2
129,241
129,242
131,243
129,244
129,245
7,246
117,246
129,247
7,248
129,249
7,250
117,250
130,251
129,251
131,251
7,252
117,252
7,253
112,253
124,253
129,254
117,255
129,256
129,257
129,258
117,259
129,259
131,259
129,260
129,261
112,262
127,262
117,262
131,262
129,263
116,118
118,118
117,118
129,264
117,265
129,266
129,267
131,267
7,267
117,267
7,268
7,269
112,269
117,269
129,270
117,270
129,271
117,272
129,273
129,274
117,275
129,276
117,277
129,278
111,279
128,279
117,279
129,280
129,281
131,281
129,282
129,283
7,284
7,93
112,93
135,93
114,93
117,93
129,285
129,286
129,243
7,287
117,288
129,289
129,290
124,291
129,292
129,126
129,293
117,294
128,295
133,295
124,295
112,295
106,295
130,296
137,296
131,296
129,297
129,298
129,299
7,300
112,300
129,300
117,300
129,301
133,302
7,302
138,302
117,302
129,302
133,303
129,303
112,108
117,108
119,108
124,108
111,304
7,304
128,304
115,304
119,304
124,304
7,305
129,306
129,307
7,308
117,308
129,309
131,310
129,310
129,311
7,312
129,313
129,314
117,315
129,316
129,317
129,318
7,319
112,319
117,319
129,6
7,320
117,320
129,320
133,321
119,321
112,321
117,321
128,322
7,323
117,323
112,110
129,324
129,325
129,326
129,327
129,328
129,329
129,0
129,330
129,331
7,332
112,332
116,332
117,332
118,333
129,334
130,335
129,335
